,Город,Регион,Год,Численность
12615,Краснослободск,Республика Мордовия,2011,10200
12616,Краснослободск,Республика Мордовия,2012,10000
12617,Краснослободск,Республика Мордовия,2013,9800
12618,Краснослободск,Республика Мордовия,2014,9700
12619,Краснослободск,Республика Мордовия,2016,9600
12620,Краснослободск,Республика Мордовия,2017,9600
12621,Краснослободск,Республика Мордовия,2018,9400
12622,Краснослободск,Республика Мордовия,2019,9300
12623,Краснослободск,Республика Мордовия,2020,9200
12624,Краснослободск,Республика Мордовия,2021,8900
12625,Краснотурьинск,Свердловская область,1897,10000
12626,Краснотурьинск,Свердловская область,1926,6000
12627,Краснотурьинск,Свердловская область,1931,5700
12628,Краснотурьинск,Свердловская область,1939,9600
12629,Краснотурьинск,Свердловская область,1959,62600
12630,Краснотурьинск,Свердловская область,1962,64000
12631,Краснотурьинск,Свердловская область,1967,61000
12632,Краснотурьинск,Свердловская область,1970,58600
12633,Краснотурьинск,Свердловская область,1976,59000
12634,Краснотурьинск,Свердловская область,1979,61000
12635,Краснотурьинск,Свердловская область,1982,62000
12636,Краснотурьинск,Свердловская область,1986,65000
12637,Краснотурьинск,Свердловская область,1989,67300
12638,Краснотурьинск,Свердловская область,1992,67000
12639,Краснотурьинск,Свердловская область,1996,65400
12640,Краснотурьинск,Свердловская область,1998,65099
12641,Краснотурьинск,Свердловская область,2001,64599
12642,Краснотурьинск,Свердловская область,2003,64900
12643,Краснотурьинск,Свердловская область,2005,63300
12644,Краснотурьинск,Свердловская область,2006,62600
12645,Краснотурьинск,Свердловская область,2007,62000
12646,Краснотурьинск,Свердловская область,2008,61700
12647,Краснотурьинск,Свердловская область,2010,61100
12648,Краснотурьинск,Свердловская область,2011,59600
12649,Краснотурьинск,Свердловская область,2013,59200
12650,Краснотурьинск,Свердловская область,2014,58900
12651,Краснотурьинск,Свердловская область,2015,58600
12652,Краснотурьинск,Свердловская область,2016,58000
12653,Краснотурьинск,Свердловская область,2017,57500
12654,Краснотурьинск,Свердловская область,2018,57000
12655,Краснотурьинск,Свердловская область,2019,56600
12656,Краснотурьинск,Свердловская область,2020,56300
12657,Красноуральск,Свердловская область,1931,17300
12658,Красноуральск,Свердловская область,1939,35800
12659,Красноуральск,Свердловская область,1959,39200
12660,Красноуральск,Свердловская область,1967,40000
12661,Красноуральск,Свердловская область,1970,39700
12662,Красноуральск,Свердловская область,1979,38200
12663,Красноуральск,Свердловская область,1989,35300
12664,Красноуральск,Свердловская область,1996,33100
12665,Красноуральск,Свердловская область,1998,32600
12666,Красноуральск,Свердловская область,2000,31900
12667,Красноуральск,Свердловская область,2001,31500
12668,Красноуральск,Свердловская область,2003,29000
12669,Красноуральск,Свердловская область,2005,28100
12670,Красноуральск,Свердловская область,2006,27800
12671,Красноуральск,Свердловская область,2008,27500
12672,Красноуральск,Свердловская область,2010,27100
12673,Красноуральск,Свердловская область,2011,25000
12674,Красноуральск,Свердловская область,2012,24500
12675,Красноуральск,Свердловская область,2013,24300
12676,Красноуральск,Свердловская область,2014,23900
12677,Красноуральск,Свердловская область,2015,23500
12678,Красноуральск,Свердловская область,2017,23100
12679,Красноуральск,Свердловская область,2018,23000
12680,Красноуральск,Свердловская область,2019,22700
12681,Красноуральск,Свердловская область,2020,22500
12682,Красноуральск,Свердловская область,2021,22300
12683,Красноуфимск,Свердловская область,1856,2400
12684,Красноуфимск,Свердловская область,1897,6300
12685,Красноуфимск,Свердловская область,1913,7800
12686,Красноуфимск,Свердловская область,1926,11700
12687,Красноуфимск,Свердловская область,1931,14900
12688,Красноуфимск,Свердловская область,1939,22900
12689,Красноуфимск,Свердловская область,1959,37300
12690,Красноуфимск,Свердловская область,1967,40000
12691,Красноуфимск,Свердловская область,1979,41200
12692,Красноуфимск,Свердловская область,1989,45600
12693,Красноуфимск,Свердловская область,1992,46100
12694,Красноуфимск,Свердловская область,1996,45600
12695,Красноуфимск,Свердловская область,1998,45200
12696,Красноуфимск,Свердловская область,2000,44600
12697,Красноуфимск,Свердловская область,2001,44100
12698,Красноуфимск,Свердловская область,2003,43600
12699,Красноуфимск,Свердловская область,2006,41600
12700,Красноуфимск,Свердловская область,2007,40900
12701,Красноуфимск,Свердловская область,2008,40600
12702,Красноуфимск,Свердловская область,2010,40500
12703,Красноуфимск,Свердловская область,2011,39800
12704,Красноуфимск,Свердловская область,2012,39600
12705,Красноуфимск,Свердловская область,2013,39400
12706,Красноуфимск,Свердловская область,2014,39300
12707,Красноуфимск,Свердловская область,2016,39000
12708,Красноуфимск,Свердловская область,2017,38700
12709,Красноуфимск,Свердловская область,2018,38400
12710,Красноуфимск,Свердловская область,2019,38100
12711,Красноуфимск,Свердловская область,2020,37700
12712,Красноуфимск,Свердловская область,2021,37400
12713,Красноярск,Красноярский край,1856,6400
12714,Красноярск,Красноярский край,1897,26700
12715,Красноярск,Красноярский край,1923,60400
12716,Красноярск,Красноярский край,1926,69300
12717,Красноярск,Красноярский край,1931,82800
12718,Красноярск,Красноярский край,1939,190000
12719,Красноярск,Красноярский край,1956,328000
12720,Красноярск,Красноярский край,1959,412400
12721,Красноярск,Красноярский край,1962,465000
12722,Красноярск,Красноярский край,1970,648100
12723,Красноярск,Красноярский край,1973,707000
12724,Красноярск,Красноярский край,1976,758000
12725,Красноярск,Красноярский край,1979,796300
12726,Красноярск,Красноярский край,1982,833000
12727,Красноярск,Красноярский край,1986,885000
12728,Красноярск,Красноярский край,1989,912600
12729,Красноярск,Красноярский край,1992,925000
12730,Красноярск,Красноярский край,1996,871100
12731,Красноярск,Красноярский край,2000,875500
12732,Красноярск,Красноярский край,2001,875900
12733,Красноярск,Красноярский край,2003,909300
12734,Красноярск,Красноярский край,2005,917200
12735,Красноярск,Красноярский край,2006,920900
12736,Красноярск,Красноярский край,2007,927200
12737,Красноярск,Красноярский край,2008,936400
12738,Красноярск,Красноярский край,2010,962500
12739,Красноярск,Красноярский край,2011,973800
12740,Красноярск,Красноярский край,2013,1016400
12741,Красноярск,Красноярский край,2014,1035500
12742,Красноярск,Красноярский край,2015,1052200
12743,Красноярск,Красноярский край,2016,1066900
12744,Красноярск,Красноярский край,2017,1082900
12745,Красноярск,Красноярский край,2018,1090800
12746,Красноярск,Красноярский край,2019,1095300
12747,Красноярск,Красноярский край,2020,1093800
12748,Красноярск,Красноярский край,2021,1092900
12749,Красный Кут,Саратовская область,1939,12700
12750,Красный Кут,Саратовская область,1959,14800
12751,Красный Кут,Саратовская область,1967,15000
12752,Красный Кут,Саратовская область,1970,17100
12753,Красный Кут,Саратовская область,1979,16800
12754,Красный Кут,Саратовская область,1989,17500
12755,Красный Кут,Саратовская область,1996,17100
12756,Красный Кут,Саратовская область,1998,17100
12757,Красный Кут,Саратовская область,2000,17100
12758,Красный Кут,Саратовская область,2001,17100
12759,Красный Кут,Саратовская область,2003,15300
12760,Красный Кут,Саратовская область,2005,15100
12761,Красный Кут,Саратовская область,2007,14700
12762,Красный Кут,Саратовская область,2008,14700
12763,Красный Кут,Саратовская область,2010,14700
12764,Красный Кут,Саратовская область,2011,14400
12765,Красный Кут,Саратовская область,2012,14400
12766,Красный Кут,Саратовская область,2013,14500
12767,Красный Кут,Саратовская область,2015,14600
12768,Красный Кут,Саратовская область,2016,14800
12769,Красный Кут,Саратовская область,2017,14700
12770,Красный Кут,Саратовская область,2018,14500
12771,Красный Кут,Саратовская область,2019,14400
12772,Красный Кут,Саратовская область,2020,14100
12773,Красный Сулин,Ростовская область,1931,26100
12774,Красный Сулин,Ростовская область,1939,33900
12775,Красный Сулин,Ростовская область,1959,39800
12776,Красный Сулин,Ростовская область,1967,41000
12777,Красный Сулин,Ростовская область,1970,41700
12778,Красный Сулин,Ростовская область,1979,42600
12779,Красный Сулин,Ростовская область,1989,43100
12780,Красный Сулин,Ростовская область,1996,47200
12781,Красный Сулин,Ростовская область,1998,44300
12782,Красный Сулин,Ростовская область,2000,43800
12783,Красный Сулин,Ростовская область,2001,43500
12784,Красный Сулин,Ростовская область,2003,44200
12785,Красный Сулин,Ростовская область,2005,43400
12786,Красный Сулин,Ростовская область,2006,43100
12787,Красный Сулин,Ростовская область,2008,42600
12788,Красный Сулин,Ростовская область,2010,42300
12789,Красный Сулин,Ростовская область,2011,40900
12790,Красный Сулин,Ростовская область,2012,40400
12791,Красный Сулин,Ростовская область,2013,39900
12792,Красный Сулин,Ростовская область,2014,39500
12793,Красный Сулин,Ростовская область,2015,39200
12794,Красный Сулин,Ростовская область,2017,38600
12795,Красный Сулин,Ростовская область,2018,38300
12796,Красный Сулин,Ростовская область,2019,37800
12797,Красный Сулин,Ростовская область,2020,37600
12798,Красный Сулин,Ростовская область,2021,37500
12799,Красный Холм,Тверская область,1856,1800
12800,Красный Холм,Тверская область,1897,2500
12801,Красный Холм,Тверская область,1931,4300
12802,Красный Холм,Тверская область,1939,6800
12803,Красный Холм,Тверская область,1959,6900
12804,Красный Холм,Тверская область,1970,7300
12805,Красный Холм,Тверская область,1979,7500
12806,Красный Холм,Тверская область,1992,7900
12807,Красный Холм,Тверская область,1996,7800
12808,Красный Холм,Тверская область,1998,7800
12809,Красный Холм,Тверская область,2000,7700
12810,Красный Холм,Тверская область,2001,7600
12811,Красный Холм,Тверская область,2003,6400
12812,Красный Холм,Тверская область,2005,6200
12813,Красный Холм,Тверская область,2007,6000
12814,Красный Холм,Тверская область,2008,6000
12815,Красный Холм,Тверская область,2010,5900
12816,Красный Холм,Тверская область,2011,5600
12817,Красный Холм,Тверская область,2012,5500
12818,Красный Холм,Тверская область,2013,5400
12819,Красный Холм,Тверская область,2014,5400
12820,Красный Холм,Тверская область,2016,5200
12821,Красный Холм,Тверская область,2017,5200
12822,Красный Холм,Тверская область,2018,5100
12823,Красный Холм,Тверская область,2019,5100
12824,Красный Холм,Тверская область,2020,5000
12825,Красный Холм,Тверская область,2021,5000
12826,Кремёнки,Калужская область,1993,11400
12827,Кремёнки,Калужская область,2000,12200
12828,Кремёнки,Калужская область,2001,12200
12829,Кремёнки,Калужская область,2003,12100
12830,Кремёнки,Калужская область,2006,12200
12831,Кремёнки,Калужская область,2007,12200
12832,Кремёнки,Калужская область,2008,12100
12833,Кремёнки,Калужская область,2010,11800
12834,Кремёнки,Калужская область,2012,11400
12835,Кремёнки,Калужская область,2013,11200
12836,Кремёнки,Калужская область,2014,11000
12837,Кремёнки,Калужская область,2015,10900
12838,Кремёнки,Калужская область,2017,10700
12839,Кремёнки,Калужская область,2018,10600
12840,Кремёнки,Калужская область,2019,10400
12841,Кремёнки,Калужская область,2020,10300
12842,Кропоткин,Краснодарский край,1926,31000
12843,Кропоткин,Краснодарский край,1931,34400
12844,Кропоткин,Краснодарский край,1939,41500
12845,Кропоткин,Краснодарский край,1959,54000
12846,Кропоткин,Краснодарский край,1962,59000
12847,Кропоткин,Краснодарский край,1967,62000
12848,Кропоткин,Краснодарский край,1970,68300
12849,Кропоткин,Краснодарский край,1973,71000
12850,Кропоткин,Краснодарский край,1979,70200
12851,Кропоткин,Краснодарский край,1982,72000
12852,Кропоткин,Краснодарский край,1986,73000
12853,Кропоткин,Краснодарский край,1989,75900
12854,Кропоткин,Краснодарский край,1992,77200
12855,Кропоткин,Краснодарский край,1996,82000
12856,Кропоткин,Краснодарский край,1998,82500
12857,Кропоткин,Краснодарский край,2000,82800
12858,Кропоткин,Краснодарский край,2003,79200
12859,Кропоткин,Краснодарский край,2005,79600
12860,Кропоткин,Краснодарский край,2006,79800
12861,Кропоткин,Краснодарский край,2007,80000
12862,Кропоткин,Краснодарский край,2008,80500
12863,Кропоткин,Краснодарский край,2010,80600
12864,Кропоткин,Краснодарский край,2011,80800
12865,Кропоткин,Краснодарский край,2012,80600
12866,Кропоткин,Краснодарский край,2014,80000
12867,Кропоткин,Краснодарский край,2015,79800
12868,Кропоткин,Краснодарский край,2016,79700
12869,Кропоткин,Краснодарский край,2017,79200
12870,Кропоткин,Краснодарский край,2018,78600
12871,Кропоткин,Краснодарский край,2019,78100
12872,Кропоткин,Краснодарский край,2020,77700
12873,Кропоткин,Краснодарский край,2021,77100
12874,Крымск,Краснодарский край,1939,19100
12875,Крымск,Краснодарский край,1959,32800
12876,Крымск,Краснодарский край,1967,40000
12877,Крымск,Краснодарский край,1970,41400
12878,Крымск,Краснодарский край,1979,48200
12879,Крымск,Краснодарский край,1989,50900
12880,Крымск,Краснодарский край,1996,56800
12881,Крымск,Краснодарский край,1998,57300
12882,Крымск,Краснодарский край,2000,57700
12883,Крымск,Краснодарский край,2001,57700
12884,Крымск,Краснодарский край,2003,56600
12885,Крымск,Краснодарский край,2005,56200
12886,Крымск,Краснодарский край,2007,56500
12887,Крымск,Краснодарский край,2008,56700
12888,Крымск,Краснодарский край,2010,57300
12889,Крымск,Краснодарский край,2011,57400
12890,Крымск,Краснодарский край,2012,58100
12891,Крымск,Краснодарский край,2013,57700
12892,Крымск,Краснодарский край,2015,56900
12893,Крымск,Краснодарский край,2016,57200
12894,Крымск,Краснодарский край,2017,57300
12895,Крымск,Краснодарский край,2018,57200
12896,Крымск,Краснодарский край,2019,57800
12897,Крымск,Краснодарский край,2020,57900
12898,Кстово,Нижегородская область,1939,2000
12899,Кстово,Нижегородская область,1959,27000
12900,Кстово,Нижегородская область,1967,43000
12901,Кстово,Нижегородская область,1970,48300
12902,Кстово,Нижегородская область,1976,55000
12903,Кстово,Нижегородская область,1979,58800
12904,Кстово,Нижегородская область,1982,61000
12905,Кстово,Нижегородская область,1989,64200
12906,Кстово,Нижегородская область,1992,65700
12907,Кстово,Нижегородская область,1996,67900
12908,Кстово,Нижегородская область,1998,69100
12909,Кстово,Нижегородская область,2000,69400
12910,Кстово,Нижегородская область,2001,69200
12911,Кстово,Нижегородская область,2003,66900
12912,Кстово,Нижегородская область,2006,65700
12913,Кстово,Нижегородская область,2007,65400
12914,Кстово,Нижегородская область,2008,65600
12915,Кстово,Нижегородская область,2010,65700
12916,Кстово,Нижегородская область,2011,66700
12917,Кстово,Нижегородская область,2012,66800
12918,Кстово,Нижегородская область,2013,67000
12919,Кстово,Нижегородская область,2015,67400
12920,Кстово,Нижегородская область,2016,67300
12921,Кстово,Нижегородская область,2017,67700
12922,Кстово,Нижегородская область,2018,67900
12923,Кстово,Нижегородская область,2019,67400
12924,Кстово,Нижегородская область,2020,67800
12925,Кстово,Нижегородская область,2021,66900
12926,Кубинка,Московская область,1970,7300
12927,Кубинка,Московская область,1979,8300
12928,Кубинка,Московская область,1989,8000
12929,Кубинка,Московская область,2000,10100
12930,Кубинка,Московская область,2001,10000
12931,Кубинка,Московская область,2005,26300
12932,Кубинка,Московская область,2006,26200
12933,Кубинка,Московская область,2007,26300
12934,Кубинка,Московская область,2008,26300
12935,Кубинка,Московская область,2010,26200
12936,Кубинка,Московская область,2012,22600
12937,Кубинка,Московская область,2013,22100
12938,Кубинка,Московская область,2014,21600
12939,Кубинка,Московская область,2015,21000
12940,Кубинка,Московская область,2016,20700
12941,Кубинка,Московская область,2018,20200
12942,Кубинка,Московская область,2019,20100
12943,Кубинка,Московская область,2020,20100
12944,Кубинка,Московская область,2021,20400
12945,Кувандык,Оренбургская область,1939,11200
12946,Кувандык,Оренбургская область,1959,21400
12947,Кувандык,Оренбургская область,1967,22000
12948,Кувандык,Оренбургская область,1970,22900
12949,Кувандык,Оренбургская область,1979,25100
12950,Кувандык,Оренбургская область,1989,28300
12951,Кувандык,Оренбургская область,1996,30600
12952,Кувандык,Оренбургская область,1998,30500
12953,Кувандык,Оренбургская область,2000,30700
12954,Кувандык,Оренбургская область,2001,30700
12955,Кувандык,Оренбургская область,2003,28700
12956,Кувандык,Оренбургская область,2005,28600
12957,Кувандык,Оренбургская область,2007,28400
12958,Кувандык,Оренбургская область,2008,28300
12959,Кувандык,Оренбургская область,2010,28100
12960,Кувандык,Оренбургская область,2011,26200
12961,Кувандык,Оренбургская область,2012,25600
12962,Кувандык,Оренбургская область,2013,25300
12963,Кувандык,Оренбургская область,2015,24700
12964,Кувандык,Оренбургская область,2016,24400
12965,Кувандык,Оренбургская область,2017,24100
12966,Кувандык,Оренбургская область,2018,23800
12967,Кувандык,Оренбургская область,2019,23400
12968,Кувандык,Оренбургская область,2020,23300
12969,Кувшиново,Тверская область,1931,4900
12970,Кувшиново,Тверская область,1939,7900
12971,Кувшиново,Тверская область,1959,13500
12972,Кувшиново,Тверская область,1970,13000
12973,Кувшиново,Тверская область,1979,13500
12974,Кувшиново,Тверская область,1989,12400
12975,Кувшиново,Тверская область,1996,12100
12976,Кувшиново,Тверская область,1998,12200
12977,Кувшиново,Тверская область,2000,12100
12978,Кувшиново,Тверская область,2001,12000
12979,Кувшиново,Тверская область,2003,11300
12980,Кувшиново,Тверская область,2005,10800
12981,Кувшиново,Тверская область,2007,10400
12982,Кувшиново,Тверская область,2008,10300
12983,Кувшиново,Тверская область,2010,10000
12984,Кувшиново,Тверская область,2011,10000
12985,Кувшиново,Тверская область,2012,9900
12986,Кувшиново,Тверская область,2013,9800
12987,Кувшиново,Тверская область,2015,9400
12988,Кувшиново,Тверская область,2016,9300
12989,Кувшиново,Тверская область,2017,9200
12990,Кувшиново,Тверская область,2018,9100
12991,Кувшиново,Тверская область,2019,8900
12992,Кувшиново,Тверская область,2020,8900
12993,Кудымкар,Пермский край,1939,13900
12994,Кудымкар,Пермский край,1959,21800
12995,Кудымкар,Пермский край,1967,20000
12996,Кудымкар,Пермский край,1970,26400
12997,Кудымкар,Пермский край,1973,26000
12998,Кудымкар,Пермский край,1979,28400
12999,Кудымкар,Пермский край,1989,33500
13000,Кудымкар,Пермский край,1996,33700
13001,Кудымкар,Пермский край,1998,34100
13002,Кудымкар,Пермский край,2000,34400
13003,Кудымкар,Пермский край,2001,34200
13004,Кудымкар,Пермский край,2003,31900
13005,Кудымкар,Пермский край,2005,31800
13006,Кудымкар,Пермский край,2006,31700
13007,Кудымкар,Пермский край,2008,31000
13008,Кудымкар,Пермский край,2010,30700
13009,Кудымкар,Пермский край,2011,29000
13010,Кудымкар,Пермский край,2012,29600
13011,Кудымкар,Пермский край,2013,30200
13012,Кудымкар,Пермский край,2014,30500
13013,Кудымкар,Пермский край,2015,30700
13014,Кудымкар,Пермский край,2017,31300
13015,Кудымкар,Пермский край,2018,31400
13016,Кудымкар,Пермский край,2019,30900
13017,Кудымкар,Пермский край,2020,30400
13018,Кудымкар,Пермский край,2021,29800
13019,Кузнецк,Пензенская область,1856,11800
13020,Кузнецк,Пензенская область,1897,20500
13021,Кузнецк,Пензенская область,1913,26500
13022,Кузнецк,Пензенская область,1926,30000
13023,Кузнецк,Пензенская область,1931,31100
13024,Кузнецк,Пензенская область,1939,37800
13025,Кузнецк,Пензенская область,1959,56900
13026,Кузнецк,Пензенская область,1962,64000
13027,Кузнецк,Пензенская область,1967,75000
13028,Кузнецк,Пензенская область,1973,90000
13029,Кузнецк,Пензенская область,1976,91000
13030,Кузнецк,Пензенская область,1979,93600
13031,Кузнецк,Пензенская область,1982,95000
13032,Кузнецк,Пензенская область,1986,97000
13033,Кузнецк,Пензенская область,1989,98600
13034,Кузнецк,Пензенская область,1992,100600
13035,Кузнецк,Пензенская область,1996,99700
13036,Кузнецк,Пензенская область,1998,98300
13037,Кузнецк,Пензенская область,2001,96600
13038,Кузнецк,Пензенская область,2003,92100
13039,Кузнецк,Пензенская область,2005,90300
13040,Кузнецк,Пензенская область,2006,89500
13041,Кузнецк,Пензенская область,2007,88900
13042,Кузнецк,Пензенская область,2008,88300
13043,Кузнецк,Пензенская область,2010,87300
13044,Кузнецк,Пензенская область,2011,88800
13045,Кузнецк,Пензенская область,2012,88000
13046,Кузнецк,Пензенская область,2014,86200
13047,Кузнецк,Пензенская область,2015,85200
13048,Кузнецк,Пензенская область,2016,84300
13049,Кузнецк,Пензенская область,2017,83400
13050,Кузнецк,Пензенская область,2018,82300
13051,Кузнецк,Пензенская область,2019,81000
13052,Кузнецк,Пензенская область,2020,80500
13053,Кузнецк,Пензенская область,2021,79800
13054,Куйбышев,Новосибирская область,1856,2700
13055,Куйбышев,Новосибирская область,1897,5900
13056,Куйбышев,Новосибирская область,1931,9200
13057,Куйбышев,Новосибирская область,1939,12900
13058,Куйбышев,Новосибирская область,1959,30400
13059,Куйбышев,Новосибирская область,1967,40000
13060,Куйбышев,Новосибирская область,1970,40200
13061,Куйбышев,Новосибирская область,1986,50000
13062,Куйбышев,Новосибирская область,1989,51200
13063,Куйбышев,Новосибирская область,1992,51600
13064,Куйбышев,Новосибирская область,1996,51800
13065,Куйбышев,Новосибирская область,1998,51700
13066,Куйбышев,Новосибирская область,2000,51300
13067,Куйбышев,Новосибирская область,2001,50700
13068,Куйбышев,Новосибирская область,2005,48500
13069,Куйбышев,Новосибирская область,2006,48500
13070,Куйбышев,Новосибирская область,2007,48200
13071,Куйбышев,Новосибирская область,2008,48000
13072,Куйбышев,Новосибирская область,2010,47300
13073,Куйбышев,Новосибирская область,2011,45300
13074,Куйбышев,Новосибирская область,2012,44800
13075,Куйбышев,Новосибирская область,2014,44500
13076,Куйбышев,Новосибирская область,2015,44600
13077,Куйбышев,Новосибирская область,2016,44600
13078,Куйбышев,Новосибирская область,2017,44200
13079,Куйбышев,Новосибирская область,2018,44200
13080,Куйбышев,Новосибирская область,2019,43800
13081,Куйбышев,Новосибирская область,2020,43500
13082,Кукмор,Республика Татарстан,1931,3500
13083,Кукмор,Республика Татарстан,1939,6800
13084,Кукмор,Республика Татарстан,1959,7500
13085,Кукмор,Республика Татарстан,1970,11200
13086,Кукмор,Республика Татарстан,1979,13200
13087,Кукмор,Республика Татарстан,1989,14700
13088,Кукмор,Республика Татарстан,2001,17400
13089,Кукмор,Республика Татарстан,2003,16800
13090,Кукмор,Республика Татарстан,2005,16600
13091,Кукмор,Республика Татарстан,2006,16500
13092,Кукмор,Республика Татарстан,2007,16600
13093,Кукмор,Республика Татарстан,2008,16800
13094,Кукмор,Республика Татарстан,2011,16900
13095,Кукмор,Республика Татарстан,2012,17100
13096,Кукмор,Республика Татарстан,2013,17300
13097,Кукмор,Республика Татарстан,2014,17400
13098,Кукмор,Республика Татарстан,2015,17500
13099,Кукмор,Республика Татарстан,2016,17700
13100,Кукмор,Республика Татарстан,2018,17800
13101,Кукмор,Республика Татарстан,2019,17800
13102,Кукмор,Республика Татарстан,2020,17800
13103,Кукмор,Республика Татарстан,2021,17800
13104,Кулебаки,Нижегородская область,1931,21100
13105,Кулебаки,Нижегородская область,1939,32800
13106,Кулебаки,Нижегородская область,1959,44700
13107,Кулебаки,Нижегородская область,1967,46000
13108,Кулебаки,Нижегородская область,1970,46300
13109,Кулебаки,Нижегородская область,1979,48100
13110,Кулебаки,Нижегородская область,1989,45700
13111,Кулебаки,Нижегородская область,1996,45600
13112,Кулебаки,Нижегородская область,1998,45100
13113,Кулебаки,Нижегородская область,2000,44400
13114,Кулебаки,Нижегородская область,2001,44000
13115,Кулебаки,Нижегородская область,2003,39100
13116,Кулебаки,Нижегородская область,2005,38100
13117,Кулебаки,Нижегородская область,2006,37600
13118,Кулебаки,Нижегородская область,2008,36700
13119,Кулебаки,Нижегородская область,2010,36000
13120,Кулебаки,Нижегородская область,2011,35800
13121,Кулебаки,Нижегородская область,2012,35000
13122,Кулебаки,Нижегородская область,2013,34500
13123,Кулебаки,Нижегородская область,2014,34100
13124,Кулебаки,Нижегородская область,2015,33700
13125,Кулебаки,Нижегородская область,2017,32900
13126,Кулебаки,Нижегородская область,2018,32500
13127,Кулебаки,Нижегородская область,2019,32100
13128,Кулебаки,Нижегородская область,2020,31800
13129,Кулебаки,Нижегородская область,2021,31500
13130,Кумертау,Республика Башкортостан,1959,30900
13131,Кумертау,Республика Башкортостан,1967,39000
13132,Кумертау,Республика Башкортостан,1970,44400
13133,Кумертау,Республика Башкортостан,1976,52000
13134,Кумертау,Республика Башкортостан,1979,51900
13135,Кумертау,Республика Башкортостан,1982,56000
13136,Кумертау,Республика Башкортостан,1986,60000
13137,Кумертау,Республика Башкортостан,1992,66300
13138,Кумертау,Республика Башкортостан,1996,70300
13139,Кумертау,Республика Башкортостан,1998,70500
13140,Кумертау,Республика Башкортостан,2000,70200
13141,Кумертау,Республика Башкортостан,2001,69600
13142,Кумертау,Республика Башкортостан,2003,65000
13143,Кумертау,Республика Башкортостан,2005,63900
13144,Кумертау,Республика Башкортостан,2007,62700
13145,Кумертау,Республика Башкортостан,2008,62400
13146,Кумертау,Республика Башкортостан,2010,62000
13147,Кумертау,Республика Башкортостан,2011,62900
13148,Кумертау,Республика Башкортостан,2012,62400
13149,Кумертау,Республика Башкортостан,2013,62300
13150,Кумертау,Республика Башкортостан,2014,61900
13151,Кумертау,Республика Башкортостан,2016,61300
13152,Кумертау,Республика Башкортостан,2017,60800
13153,Кумертау,Республика Башкортостан,2018,60200
13154,Кумертау,Республика Башкортостан,2019,59800
13155,Кумертау,Республика Башкортостан,2020,59500
13156,Кумертау,Республика Башкортостан,2021,59100
13157,Кунгур,Пермский край,1856,9900
13158,Кунгур,Пермский край,1897,14300
13159,Кунгур,Пермский край,1913,16700
13160,Кунгур,Пермский край,1926,21000
13161,Кунгур,Пермский край,1931,24600
13162,Кунгур,Пермский край,1939,36300
13163,Кунгур,Пермский край,1959,64800
13164,Кунгур,Пермский край,1962,67000
13165,Кунгур,Пермский край,1967,70000
13166,Кунгур,Пермский край,1973,78000
13167,Кунгур,Пермский край,1976,79000
13168,Кунгур,Пермский край,1979,80100
13169,Кунгур,Пермский край,1982,81000
13170,Кунгур,Пермский край,1986,82000
13171,Кунгур,Пермский край,1989,81400
13172,Кунгур,Пермский край,1992,80500
13173,Кунгур,Пермский край,1996,76600
13174,Кунгур,Пермский край,1998,76100
13175,Кунгур,Пермский край,2001,75000
13176,Кунгур,Пермский край,2003,68900
13177,Кунгур,Пермский край,2005,68000
13178,Кунгур,Пермский край,2006,68000
13179,Кунгур,Пермский край,2007,67900
13180,Кунгур,Пермский край,2008,68100
13181,Кунгур,Пермский край,2010,67900
13182,Кунгур,Пермский край,2011,66100
13183,Кунгур,Пермский край,2012,66300
13184,Кунгур,Пермский край,2014,66800
13185,Кунгур,Пермский край,2015,66600
13186,Кунгур,Пермский край,2016,66300
13187,Кунгур,Пермский край,2017,66200
13188,Кунгур,Пермский край,2018,65700
13189,Кунгур,Пермский край,2019,65300
13190,Кунгур,Пермский край,2020,64900
13191,Кунгур,Пермский край,2021,64300
13192,Купино,Новосибирская область,1939,12300
13193,Купино,Новосибирская область,1959,23200
13194,Купино,Новосибирская область,1967,23000
13195,Купино,Новосибирская область,1970,20800
13196,Купино,Новосибирская область,1979,19300
13197,Купино,Новосибирская область,1989,19500
13198,Купино,Новосибирская область,1996,20200
13199,Купино,Новосибирская область,1998,19900
13200,Купино,Новосибирская область,2000,19600
13201,Купино,Новосибирская область,2001,19600
13202,Купино,Новосибирская область,2003,16900
13203,Купино,Новосибирская область,2005,16500
13204,Купино,Новосибирская область,2007,16000
13205,Купино,Новосибирская область,2008,15700
13206,Купино,Новосибирская область,2010,15400
13207,Купино,Новосибирская область,2011,14900
13208,Купино,Новосибирская область,2012,14600
13209,Купино,Новосибирская область,2013,14400
13210,Купино,Новосибирская область,2015,14000
13211,Купино,Новосибирская область,2016,13900
13212,Купино,Новосибирская область,2017,13800
13213,Купино,Новосибирская область,2018,13800
13214,Купино,Новосибирская область,2019,13700
13215,Купино,Новосибирская область,2020,13800
13216,Курган,Курганская область,1856,2900
13217,Курган,Курганская область,1897,10300
13218,Курган,Курганская область,1926,28000
13219,Курган,Курганская область,1931,35700
13220,Курган,Курганская область,1939,53300
13221,Курган,Курганская область,1956,106000
13222,Курган,Курганская область,1959,145700
13223,Курган,Курганская область,1962,173000
13224,Курган,Курганская область,1967,215000
13225,Курган,Курганская область,1973,271000
